Measure_seaMeanlevel,date,Value_seaMeanlevel
Adriatic Sea,2016-10-29,108.72
Andaman Sea,2016-11-06,188.96
Arabian Sea,2016-11-06,28.14
Bay Bengal,2016-11-06,99.13
Bering Sea,2016-11-06,62.7
Gulf Mexico,2016-11-06,176.76
Indian Ocean,2016-11-06,36.85
Indonesian,2016-11-06,114.23
Mediterranean,2016-11-06,124.44
Nino,2016-11-06,69.36
North Pacific,2016-11-06,95.43
Pacific Ocean,2016-11-06,58.89
Sea Japan,2016-11-06,169.3
Sea Okhotsk,2016-11-06,13.73
South China,2016-11-06,130.29
Tropics,2016-11-06,67.48
World,2016-11-06,62.48
Adriatic Sea,2016-11-07,142.42
Atlantic Ocean,2016-11-07,72.9
Baltic Sea,2016-11-07,-61.29
Caribbean Sea,2016-11-07,92.93
North Atlantic,2016-11-07,101.25
North Sea,2016-11-07,71.59
Persian Gulf,2016-11-07,82.33
Southern Ocean,2016-11-07,36.16
Yellow Sea,2016-11-07,130.05
Andaman Sea,2016-11-16,181.86
Arabian Sea,2016-11-16,52.24
Baltic Sea,2016-11-16,-76.09
Bay Bengal,2016-11-16,87.93
Bering Sea,2016-11-16,90.0
Caribbean Sea,2016-11-16,99.93
Gulf Mexico,2016-11-16,167.66
Indian Ocean,2016-11-16,40.85
Mediterranean,2016-11-16,135.34
Nino,2016-11-16,67.46
North Pacific,2016-11-16,94.43
Pacific Ocean,2016-11-16,60.19
Persian Gulf,2016-11-16,107.03
Sea Japan,2016-11-16,175.7
Sea Okhotsk,2016-11-16,67.93
South China,2016-11-16,111.09
Southern Ocean,2016-11-16,43.76
Tropics,2016-11-16,65.78
World,2016-11-16,62.68
Adriatic Sea,2016-11-17,131.72
Atlantic Ocean,2016-11-17,65.1
Indonesian,2016-11-17,114.53
North Atlantic,2016-11-17,88.05
North Sea,2016-11-17,92.79
Yellow Sea,2016-11-17,137.95
Andaman Sea,2016-11-26,158.36
Arabian Sea,2016-11-26,74.64
Baltic Sea,2016-11-26,16.01
Bay Bengal,2016-11-26,113.53
Bering Sea,2016-11-26,78.0
Gulf Mexico,2016-11-26,110.76
Indian Ocean,2016-11-26,51.95
Indonesian,2016-11-26,110.33
Mediterranean,2016-11-26,87.94
Nino,2016-11-26,68.26
North Pacific,2016-11-26,98.83
Pacific Ocean,2016-11-26,64.29
Sea Japan,2016-11-26,137.9
Sea Okhotsk,2016-11-26,49.23
South China,2016-11-26,149.09
Southern Ocean,2016-11-26,50.96
Tropics,2016-11-26,66.58
World,2016-11-26,65.18
Adriatic Sea,2016-11-27,115.52
Atlantic Ocean,2016-11-27,60.6
Caribbean Sea,2016-11-27,66.33
North Atlantic,2016-11-27,77.65
North Sea,2016-11-27,130.69
Persian Gulf,2016-11-27,218.43
Yellow Sea,2016-11-27,130.65
Bay Bengal,2016-12-05,76.03
Gulf Mexico,2016-12-05,97.26
Indonesian,2016-12-05,101.73
Mediterranean,2016-12-05,85.64
Persian Gulf,2016-12-05,66.83
Sea Japan,2016-12-05,137.9
Sea Okhotsk,2016-12-05,86.43
Andaman Sea,2016-12-06,106.46
Arabian Sea,2016-12-06,52.84
Atlantic Ocean,2016-12-06,62.0
Baltic Sea,2016-12-06,188.21
Bering Sea,2016-12-06,70.2
Caribbean Sea,2016-12-06,62.03
Indian Ocean,2016-12-06,44.45
Nino,2016-12-06,60.76
North Atlantic,2016-12-06,74.45
North Pacific,2016-12-06,91.53
North Sea,2016-12-06,230.29
Pacific Ocean,2016-12-06,58.89
South China,2016-12-06,157.99
Southern Ocean,2016-12-06,54.26
Tropics,2016-12-06,58.08
World,2016-12-06,61.08
Yellow Sea,2016-12-06,96.05
Adriatic Sea,2016-12-07,60.72
Andaman Sea,2016-12-16,119.56
Arabian Sea,2016-12-16,39.24
Atlantic Ocean,2016-12-16,66.3
Baltic Sea,2016-12-16,263.71
Bay Bengal,2016-12-16,68.13
Bering Sea,2016-12-16,67.8
Caribbean Sea,2016-12-16,73.13
Gulf Mexico,2016-12-16,101.96
Indian Ocean,2016-12-16,43.35
Indonesian,2016-12-16,129.83
Mediterranean,2016-12-16,8.34
Nino,2016-12-16,58.86
North Atlantic,2016-12-16,85.25
North Pacific,2016-12-16,75.13
North Sea,2016-12-16,206.39
Pacific Ocean,2016-12-16,52.89
Persian Gulf,2016-12-16,-50.67
Sea Japan,2016-12-16,111.3
Sea Okhotsk,2016-12-16,40.53
South China,2016-12-16,119.69
Southern Ocean,2016-12-16,52.36
Tropics,2016-12-16,55.48
World,2016-12-16,57.78
Yellow Sea,2016-12-17,69.75
Adriatic Sea,2016-12-18,-24.88
Andaman Sea,2016-12-26,99.76
Arabian Sea,2016-12-26,50.34
Atlantic Ocean,2016-12-26,46.2
Baltic Sea,2016-12-26,284.01
Bay Bengal,2016-12-26,54.93
Bering Sea,2016-12-26,44.5
Gulf Mexico,2016-12-26,88.46
Indian Ocean,2016-12-26,36.25
Indonesian,2016-12-26,161.73
Mediterranean,2016-12-26,-40.46
Nino,2016-12-26,57.66
North Atlantic,2016-12-26,61.35
North Pacific,2016-12-26,72.13
North Sea,2016-12-26,345.09
Pacific Ocean,2016-12-26,59.59
Persian Gulf,2016-12-26,58.13
Sea Japan,2016-12-26,84.4
Sea Okhotsk,2016-12-26,54.73
South China,2016-12-26,159.89
Southern Ocean,2016-12-26,51.56
Tropics,2016-12-26,55.18
World,2016-12-26,55.58
Yellow Sea,2016-12-26,53.55
Adriatic Sea,2016-12-27,-52.88
Caribbean Sea,2016-12-27,58.63
Andaman Sea,2017-01-05,86.36
Arabian Sea,2017-01-05,57.04
Atlantic Ocean,2017-01-05,51.3
Baltic Sea,2017-01-05,364.01
Bay Bengal,2017-01-05,61.73
Bering Sea,2017-01-05,72.1
Caribbean Sea,2017-01-05,46.43
Gulf Mexico,2017-01-05,82.06
Indian Ocean,2017-01-05,51.65
Indonesian,2017-01-05,149.33
Mediterranean,2017-01-05,-15.06
Nino,2017-01-05,51.96
North Atlantic,2017-01-05,50.45
North Pacific,2017-01-05,34.53
North Sea,2017-01-05,187.99
Pacific Ocean,2017-01-05,49.59
Persian Gulf,2017-01-05,59.63
Sea Japan,2017-01-05,56.1
Sea Okhotsk,2017-01-05,50.13
South China,2017-01-05,124.49
Southern Ocean,2017-01-05,62.76
Tropics,2017-01-05,52.38
World,2017-01-05,53.68
Yellow Sea,2017-01-05,42.25
Adriatic Sea,2017-01-06,-39.18
Sea Japan,2017-01-14,42.4
Andaman Sea,2017-01-15,94.76
Arabian Sea,2017-01-15,49.64
Atlantic Ocean,2017-01-15,47.2
Baltic Sea,2017-01-15,295.81
Bay Bengal,2017-01-15,60.93
Bering Sea,2017-01-15,39.2
Caribbean Sea,2017-01-15,18.73
Gulf Mexico,2017-01-15,74.56
Indian Ocean,2017-01-15,47.45
Indonesian,2017-01-15,128.83
Mediterranean,2017-01-15,15.24
Nino,2017-01-15,54.66
North Atlantic,2017-01-15,37.55
North Pacific,2017-01-15,23.33
North Sea,2017-01-15,111.09
Pacific Ocean,2017-01-15,56.99
Persian Gulf,2017-01-15,-56.37
Sea Okhotsk,2017-01-15,61.73
South China,2017-01-15,121.89
Southern Ocean,2017-01-15,64.76
Tropics,2017-01-15,55.48
World,2017-01-15,54.38
Yellow Sea,2017-01-15,34.55
Adriatic Sea,2017-01-16,22.02
Andaman Sea,2017-01-24,36.56
Baltic Sea,2017-01-24,274.61
Mediterranean,2017-01-24,-36.46
Sea Japan,2017-01-24,63.6
Sea Okhotsk,2017-01-24,45.43
Arabian Sea,2017-01-25,69.44
Atlantic Ocean,2017-01-25,48.1
Bay Bengal,2017-01-25,70.73
Bering Sea,2017-01-25,2.9
Caribbean Sea,2017-01-25,1.63
Gulf Mexico,2017-01-25,25.36
Indian Ocean,2017-01-25,49.95
Indonesian,2017-01-25,112.33
Nino,2017-01-25,54.46
North Atlantic,2017-01-25,26.45
North Pacific,2017-01-25,20.13
North Sea,2017-01-25,104.79
Pacific Ocean,2017-01-25,52.49
Persian Gulf,2017-01-25,117.53
South China,2017-01-25,153.19
Southern Ocean,2017-01-25,66.06
Tropics,2017-01-25,53.68
World,2017-01-25,52.18
Yellow Sea,2017-01-25,17.35
Adriatic Sea,2017-01-26,-39.58
Andaman Sea,2017-02-03,-57.94
Baltic Sea,2017-02-03,114.71
Mediterranean,2017-02-03,-25.26
Sea Japan,2017-02-03,28.2
Arabian Sea,2017-02-04,75.44
Atlantic Ocean,2017-02-04,50.2
Bay Bengal,2017-02-04,39.33
Bering Sea,2017-02-04,71.0
Caribbean Sea,2017-02-04,12.43
Gulf Mexico,2017-02-04,8.86
Indian Ocean,2017-02-04,45.85
Indonesian,2017-02-04,110.53
Nino,2017-02-04,44.56
North Atlantic,2017-02-04,18.95
North Pacific,2017-02-04,-8.67
North Sea,2017-02-04,-18.61
Pacific Ocean,2017-02-04,49.39
Persian Gulf,2017-02-04,-20.87
Sea Okhotsk,2017-02-04,55.93
South China,2017-02-04,91.09
Southern Ocean,2017-02-04,75.56
Tropics,2017-02-04,48.18
World,2017-02-04,48.98
Yellow Sea,2017-02-04,-9.75
Adriatic Sea,2017-02-05,-8.08
Andaman Sea,2017-02-13,-15.64
Bay Bengal,2017-02-13,46.73
Gulf Mexico,2017-02-13,-14.74
Mediterranean,2017-02-13,7.44
Sea Japan,2017-02-13,43.3
Sea Okhotsk,2017-02-13,91.53
Adriatic Sea,2017-02-14,35.02
Arabian Sea,2017-02-14,62.04
Atlantic Ocean,2017-02-14,40.7
Bering Sea,2017-02-14,30.5
Caribbean Sea,2017-02-14,2.13
Indian Ocean,2017-02-14,48.75
Indonesian,2017-02-14,125.63
Nino,2017-02-14,45.16
North Atlantic,2017-02-14,9.95
North Pacific,2017-02-14,-4.77
North Sea,2017-02-14,-1.31
Pacific Ocean,2017-02-14,50.89
Persian Gulf,2017-02-14,84.93
South China,2017-02-14,119.49
Southern Ocean,2017-02-14,75.16
Tropics,2017-02-14,49.38
World,2017-02-14,48.58
Yellow Sea,2017-02-14,-2.25
Andaman Sea,2017-02-23,-57.84
Bay Bengal,2017-02-23,56.63
Gulf Mexico,2017-02-23,11.56
Mediterranean,2017-02-23,-90.46
Sea Japan,2017-02-23,46.4
Sea Okhotsk,2017-02-23,28.13
Arabian Sea,2017-02-24,81.84
Atlantic Ocean,2017-02-24,51.0
Bering Sea,2017-02-24,31.6
Caribbean Sea,2017-02-24,29.93
Indian Ocean,2017-02-24,52.05
Indonesian,2017-02-24,106.53
Nino,2017-02-24,47.16
North Atlantic,2017-02-24,20.05
North Pacific,2017-02-24,-2.37
North Sea,2017-02-24,50.19
Pacific Ocean,2017-02-24,46.69
Persian Gulf,2017-02-24,-16.27
South China,2017-02-24,91.29
Southern Ocean,2017-02-24,72.66
Tropics,2017-02-24,50.58
World,2017-02-24,48.08
Yellow Sea,2017-02-24,10.75
Andaman Sea,2017-03-05,-17.94
Arabian Sea,2017-03-05,88.14
Baltic Sea,2017-03-05,22.91
Bay Bengal,2017-03-05,53.03
Bering Sea,2017-03-05,29.9
Gulf Mexico,2017-03-05,41.86
Indian Ocean,2017-03-05,55.05
Indonesian,2017-03-05,90.73
Mediterranean,2017-03-05,-33.46
Persian Gulf,2017-03-05,8.13
Sea Japan,2017-03-05,22.7
South China,2017-03-05,63.79
Atlantic Ocean,2017-03-06,50.7
Caribbean Sea,2017-03-06,23.03
Nino,2017-03-06,42.16
North Atlantic,2017-03-06,9.05
North Pacific,2017-03-06,-16.27
North Sea,2017-03-06,-46.81
Pacific Ocean,2017-03-06,46.89
Sea Okhotsk,2017-03-06,49.03
Southern Ocean,2017-03-06,81.66
Tropics,2017-03-06,49.08
World,2017-03-06,48.98
Yellow Sea,2017-03-06,-25.45
Adriatic Sea,2017-03-07,-12.28
Andaman Sea,2017-03-15,-63.34
Arabian Sea,2017-03-15,81.24
Baltic Sea,2017-03-15,-13.19
Bay Bengal,2017-03-15,41.03
Bering Sea,2017-03-15,37.6
Gulf Mexico,2017-03-15,17.56
Indian Ocean,2017-03-15,58.15
Mediterranean,2017-03-15,-19.46
Nino,2017-03-15,43.06
North Sea,2017-03-15,71.79
Pacific Ocean,2017-03-15,50.49
Sea Japan,2017-03-15,29.8
South China,2017-03-15,43.89
Southern Ocean,2017-03-15,79.96
Tropics,2017-03-15,51.48
World,2017-03-15,48.88
Adriatic Sea,2017-03-16,-30.88
Atlantic Ocean,2017-03-16,41.5
Caribbean Sea,2017-03-16,7.13
Indonesian,2017-03-16,92.83
North Atlantic,2017-03-16,-3.35
North Pacific,2017-03-16,-10.87
Persian Gulf,2017-03-16,31.23
Sea Okhotsk,2017-03-16,60.03
Yellow Sea,2017-03-16,-2.05
Andaman Sea,2017-03-25,-16.84
Arabian Sea,2017-03-25,89.84
Atlantic Ocean,2017-03-25,37.9
Baltic Sea,2017-03-25,98.91
Bay Bengal,2017-03-25,52.43
Bering Sea,2017-03-25,40.9
Gulf Mexico,2017-03-25,16.16
Indian Ocean,2017-03-25,52.85
Indonesian,2017-03-25,100.83
Mediterranean,2017-03-25,-73.36
Nino,2017-03-25,45.26
North Atlantic,2017-03-25,0.75
North Pacific,2017-03-25,-5.57
Pacific Ocean,2017-03-25,54.59
Sea Japan,2017-03-25,40.8
Sea Okhotsk,2017-03-25,32.83
South China,2017-03-25,43.99
Southern Ocean,2017-03-25,77.36
Tropics,2017-03-25,53.48
World,2017-03-25,49.28
Adriatic Sea,2017-03-26,-72.98
Caribbean Sea,2017-03-26,1.33
North Sea,2017-03-26,21.79
Persian Gulf,2017-03-26,28.63
Yellow Sea,2017-03-26,12.75
Andaman Sea,2017-04-04,-49.94
Arabian Sea,2017-04-04,93.44
Atlantic Ocean,2017-04-04,43.2
Baltic Sea,2017-04-04,52.91
Bay Bengal,2017-04-04,44.93
Bering Sea,2017-04-04,30.4
Gulf Mexico,2017-04-04,41.96
Indian Ocean,2017-04-04,47.45
Indonesian,2017-04-04,91.03
Mediterranean,2017-04-04,-71.26
Nino,2017-04-04,41.36
North Pacific,2017-04-04,-0.57
Pacific Ocean,2017-04-04,56.29
Sea Japan,2017-04-04,35.8
Sea Okhotsk,2017-04-04,60.33
South China,2017-04-04,63.69
Southern Ocean,2017-04-04,79.76
Tropics,2017-04-04,52.88
World,2017-04-04,50.48
Adriatic Sea,2017-04-05,-61.28
Caribbean Sea,2017-04-05,6.23
North Atlantic,2017-04-05,7.75
North Sea,2017-04-05,64.79
Persian Gulf,2017-04-05,3.33
Yellow Sea,2017-04-05,10.45
Andaman Sea,2017-04-14,22.36
Arabian Sea,2017-04-14,104.74
Atlantic Ocean,2017-04-14,54.5
Baltic Sea,2017-04-14,124.61
Bay Bengal,2017-04-14,61.13
Bering Sea,2017-04-14,34.7
Caribbean Sea,2017-04-14,35.73
Gulf Mexico,2017-04-14,49.46
Indian Ocean,2017-04-14,50.85
Indonesian,2017-04-14,93.83
Mediterranean,2017-04-14,-50.26
Nino,2017-04-14,37.86
North Atlantic,2017-04-14,15.75
North Pacific,2017-04-14,-6.67
North Sea,2017-04-14,76.99
Pacific Ocean,2017-04-14,45.69
Persian Gulf,2017-04-14,-4.07
Sea Japan,2017-04-14,-3.3
Sea Okhotsk,2017-04-14,27.13
South China,2017-04-14,19.09
Southern Ocean,2017-04-14,76.96
Tropics,2017-04-14,51.08
World,2017-04-14,48.58
Yellow Sea,2017-04-15,-15.85
Adriatic Sea,2017-04-16,-54.78
Sea Okhotsk,2017-04-23,52.23
Andaman Sea,2017-04-24,42.86
Arabian Sea,2017-04-24,107.74
Atlantic Ocean,2017-04-24,54.7
Baltic Sea,2017-04-24,156.31
Bay Bengal,2017-04-24,79.53
Bering Sea,2017-04-24,21.9
Caribbean Sea,2017-04-24,36.03
Gulf Mexico,2017-04-24,63.06
Indian Ocean,2017-04-24,48.45
Indonesian,2017-04-24,90.43
Mediterranean,2017-04-24,-25.36
Nino,2017-04-24,48.46
North Atlantic,2017-04-24,14.25
North Pacific,2017-04-24,-4.47
North Sea,2017-04-24,37.69
Pacific Ocean,2017-04-24,45.69
Persian Gulf,2017-04-24,-28.47
Sea Japan,2017-04-24,-3.0
South China,2017-04-24,5.59
Southern Ocean,2017-04-24,66.86
Tropics,2017-04-24,56.08
World,2017-04-24,48.48
Adriatic Sea,2017-04-25,-61.88
Yellow Sea,2017-04-25,-51.35
Andaman Sea,2017-05-03,69.86
Arabian Sea,2017-05-04,115.34
Atlantic Ocean,2017-05-04,45.4
Baltic Sea,2017-05-04,45.41
Bay Bengal,2017-05-04,94.93
Bering Sea,2017-05-04,34.5
Caribbean Sea,2017-05-04,13.33
Gulf Mexico,2017-05-04,67.66
Indian Ocean,2017-05-04,59.45
Indonesian,2017-05-04,81.13
Mediterranean,2017-05-04,-24.86
Nino,2017-05-04,50.46
North Atlantic,2017-05-04,6.85
North Pacific,2017-05-04,1.23
North Sea,2017-05-04,-14.21
Pacific Ocean,2017-05-04,45.69
Sea Japan,2017-05-04,-25.5
Sea Okhotsk,2017-05-04,60.13
South China,2017-05-04,27.09
Southern Ocean,2017-05-04,64.86
Tropics,2017-05-04,55.98
World,2017-05-04,48.08
Yellow Sea,2017-05-04,-30.25
Adriatic Sea,2017-05-05,-37.38
Persian Gulf,2017-05-05,46.23
Andaman Sea,2017-05-13,52.56
Mediterranean,2017-05-13,29.74
Sea Japan,2017-05-13,-26.6
Sea Okhotsk,2017-05-13,33.73
Arabian Sea,2017-05-14,140.64
Atlantic Ocean,2017-05-14,52.1
Baltic Sea,2017-05-14,-89.79
Bay Bengal,2017-05-14,102.43
Bering Sea,2017-05-14,6.1
Caribbean Sea,2017-05-14,26.33
Gulf Mexico,2017-05-14,44.16
Indian Ocean,2017-05-14,63.15
Indonesian,2017-05-14,49.43
Nino,2017-05-14,44.46
North Atlantic,2017-05-14,16.25
North Pacific,2017-05-14,-6.27
North Sea,2017-05-14,15.79
Pacific Ocean,2017-05-14,40.29
Persian Gulf,2017-05-14,67.13
South China,2017-05-14,-0.81
Southern Ocean,2017-05-14,68.36
Tropics,2017-05-14,52.38
World,2017-05-14,47.28
Yellow Sea,2017-05-14,-63.15
Adriatic Sea,2017-05-15,19.12
Andaman Sea,2017-05-23,58.96
Bay Bengal,2017-05-23,77.43
Mediterranean,2017-05-23,3.34
Sea Japan,2017-05-23,-40.5
Sea Okhotsk,2017-05-23,7.03
Arabian Sea,2017-05-24,122.04
Atlantic Ocean,2017-05-24,50.9
Baltic Sea,2017-05-24,-38.39
Bering Sea,2017-05-24,5.8
Caribbean Sea,2017-05-24,30.73
Gulf Mexico,2017-05-24,54.56
Indian Ocean,2017-05-24,46.95
Indonesian,2017-05-24,48.03
Nino,2017-05-24,33.56
North Atlantic,2017-05-24,22.25
North Pacific,2017-05-24,-1.27
North Sea,2017-05-24,40.39
Pacific Ocean,2017-05-24,40.99
Persian Gulf,2017-05-24,25.73
South China,2017-05-24,8.49
Southern Ocean,2017-05-24,61.16
Tropics,2017-05-24,49.18
World,2017-05-24,44.08
Yellow Sea,2017-05-24,-34.95
Adriatic Sea,2017-05-25,-21.68
Andaman Sea,2017-06-02,111.26
Baltic Sea,2017-06-02,11.51
Gulf Mexico,2017-06-02,70.16
Mediterranean,2017-06-02,-8.16
Sea Japan,2017-06-02,-5.6
Sea Okhotsk,2017-06-02,27.03
Arabian Sea,2017-06-03,94.34
Atlantic Ocean,2017-06-03,48.5
Bay Bengal,2017-06-03,80.83
Bering Sea,2017-06-03,10.1
Caribbean Sea,2017-06-03,28.53
Indian Ocean,2017-06-03,45.75
Indonesian,2017-06-03,36.43
Nino,2017-06-03,36.66
North Atlantic,2017-06-03,20.45
North Pacific,2017-06-03,7.13
North Sea,2017-06-03,21.09
Pacific Ocean,2017-06-03,48.79
Persian Gulf,2017-06-03,-13.07
South China,2017-06-03,5.59
Southern Ocean,2017-06-03,59.76
Tropics,2017-06-03,52.98
World,2017-06-03,46.98
Yellow Sea,2017-06-03,3.85
Adriatic Sea,2017-06-04,-27.98
Andaman Sea,2017-06-12,118.86
Bay Bengal,2017-06-12,63.73
Gulf Mexico,2017-06-12,67.96
Mediterranean,2017-06-12,-6.96
Persian Gulf,2017-06-12,35.63
Sea Japan,2017-06-12,11.1
Adriatic Sea,2017-06-13,-27.88
Arabian Sea,2017-06-13,77.84
Atlantic Ocean,2017-06-13,51.3
Baltic Sea,2017-06-13,37.81
Bering Sea,2017-06-13,26.0
Caribbean Sea,2017-06-13,33.43
Indian Ocean,2017-06-13,45.55
Indonesian,2017-06-13,22.53
Nino,2017-06-13,34.06
North Atlantic,2017-06-13,30.75
North Pacific,2017-06-13,11.73
North Sea,2017-06-13,49.09
Pacific Ocean,2017-06-13,47.19
Sea Okhotsk,2017-06-13,26.63
South China,2017-06-13,15.99
Southern Ocean,2017-06-13,59.36
Tropics,2017-06-13,50.68
World,2017-06-13,46.78
Yellow Sea,2017-06-13,33.05
Andaman Sea,2017-06-22,64.46
Arabian Sea,2017-06-22,94.74
Baltic Sea,2017-06-22,141.41
Bay Bengal,2017-06-22,65.33
Bering Sea,2017-06-22,36.3
Gulf Mexico,2017-06-22,77.96
Indian Ocean,2017-06-22,59.35
Indonesian,2017-06-22,18.63
Mediterranean,2017-06-22,39.44
Sea Japan,2017-06-22,22.9
Sea Okhotsk,2017-06-22,20.43
South China,2017-06-22,-8.01
Atlantic Ocean,2017-06-23,49.3
Caribbean Sea,2017-06-23,37.53
Nino,2017-06-23,37.26
North Atlantic,2017-06-23,42.65
North Pacific,2017-06-23,10.13
North Sea,2017-06-23,60.89
Pacific Ocean,2017-06-23,43.29
Persian Gulf,2017-06-23,41.73
Southern Ocean,2017-06-23,54.16
Tropics,2017-06-23,50.78
World,2017-06-23,47.48
Yellow Sea,2017-06-23,23.15
Adriatic Sea,2017-06-24,23.62
Andaman Sea,2017-07-02,59.56
Arabian Sea,2017-07-02,102.24
Baltic Sea,2017-07-02,159.11
Bay Bengal,2017-07-02,64.53
Bering Sea,2017-07-02,44.4
Gulf Mexico,2017-07-02,81.66
Indian Ocean,2017-07-02,71.75
Indonesian,2017-07-02,20.83
Mediterranean,2017-07-02,66.64
Nino,2017-07-02,43.96
North Pacific,2017-07-02,16.93
Pacific Ocean,2017-07-02,34.79
Persian Gulf,2017-07-02,152.63
Sea Japan,2017-07-02,70.7
Sea Okhotsk,2017-07-02,30.33
South China,2017-07-02,4.79
Southern Ocean,2017-07-02,48.06
Tropics,2017-07-02,54.08
World,2017-07-02,48.98
Adriatic Sea,2017-07-03,57.72
Atlantic Ocean,2017-07-03,58.7
Caribbean Sea,2017-07-03,54.63
North Atlantic,2017-07-03,58.55
North Sea,2017-07-03,53.29
Yellow Sea,2017-07-03,59.75
Andaman Sea,2017-07-12,82.86
Arabian Sea,2017-07-12,66.24
Atlantic Ocean,2017-07-12,56.0
Bay Bengal,2017-07-12,55.33
Bering Sea,2017-07-12,55.2
Gulf Mexico,2017-07-12,86.06
Indian Ocean,2017-07-12,58.45
Indonesian,2017-07-12,12.43
Mediterranean,2017-07-12,54.24
Nino,2017-07-12,44.46
North Pacific,2017-07-12,38.53
North Sea,2017-07-12,60.69
Pacific Ocean,2017-07-12,43.59
Persian Gulf,2017-07-12,81.53
Sea Japan,2017-07-12,105.3
Sea Okhotsk,2017-07-12,46.93
South China,2017-07-12,9.39
Southern Ocean,2017-07-12,41.46
Tropics,2017-07-12,55.28
World,2017-07-12,49.78
Adriatic Sea,2017-07-13,14.62
Baltic Sea,2017-07-13,178.01
Caribbean Sea,2017-07-13,59.13
North Atlantic,2017-07-13,66.85
Yellow Sea,2017-07-13,68.35
Andaman Sea,2017-07-22,125.16
Arabian Sea,2017-07-22,50.04
Atlantic Ocean,2017-07-22,39.2
Baltic Sea,2017-07-22,131.71
Bay Bengal,2017-07-22,37.53
Bering Sea,2017-07-22,50.8
Gulf Mexico,2017-07-22,77.06
Indian Ocean,2017-07-22,53.65
Indonesian,2017-07-22,-1.67
Mediterranean,2017-07-22,48.44
Nino,2017-07-22,34.16
North Atlantic,2017-07-22,57.05
North Pacific,2017-07-22,58.53
North Sea,2017-07-22,32.79
Pacific Ocean,2017-07-22,57.09
Persian Gulf,2017-07-22,10.63
Sea Japan,2017-07-22,83.3
Sea Okhotsk,2017-07-22,78.73
South China,2017-07-22,0.39
Southern Ocean,2017-07-22,46.66
Tropics,2017-07-22,51.48
World,2017-07-22,50.48
Yellow Sea,2017-07-22,90.85
Caribbean Sea,2017-07-23,44.53
Adriatic Sea,2017-07-25,46.62
Andaman Sea,2017-08-01,58.56
Arabian Sea,2017-08-01,31.34
Atlantic Ocean,2017-08-01,61.0
Baltic Sea,2017-08-01,19.51
Bay Bengal,2017-08-01,30.13
Bering Sea,2017-08-01,74.4
Gulf Mexico,2017-08-01,117.46
Indian Ocean,2017-08-01,39.45
Indonesian,2017-08-01,-5.07
Mediterranean,2017-08-01,82.74
Nino,2017-08-01,33.96
North Atlantic,2017-08-01,83.15
North Pacific,2017-08-01,78.63
North Sea,2017-08-01,56.39
Pacific Ocean,2017-08-01,58.99
Persian Gulf,2017-08-01,54.43
Sea Japan,2017-08-01,83.2
Sea Okhotsk,2017-08-01,78.73
South China,2017-08-01,18.19
Southern Ocean,2017-08-01,43.46
Tropics,2017-08-01,54.88
World,2017-08-01,54.98
Adriatic Sea,2017-08-02,75.72
Caribbean Sea,2017-08-02,66.83
Yellow Sea,2017-08-02,128.45
Andaman Sea,2017-08-11,65.66
Arabian Sea,2017-08-11,14.64
Atlantic Ocean,2017-08-11,67.2
Baltic Sea,2017-08-11,141.11
Bay Bengal,2017-08-11,17.23
Bering Sea,2017-08-11,69.0
Caribbean Sea,2017-08-11,79.53
Gulf Mexico,2017-08-11,108.36
Indian Ocean,2017-08-11,47.55
Indonesian,2017-08-11,-10.77
Mediterranean,2017-08-11,89.64
Nino,2017-08-11,36.16
North Atlantic,2017-08-11,87.55
North Pacific,2017-08-11,68.53
North Sea,2017-08-11,98.09
Pacific Ocean,2017-08-11,52.09
Persian Gulf,2017-08-11,24.63
Sea Japan,2017-08-11,82.0
Sea Okhotsk,2017-08-11,64.63
South China,2017-08-11,9.09
Southern Ocean,2017-08-11,43.66
Tropics,2017-08-11,53.78
World,2017-08-11,54.28
Yellow Sea,2017-08-12,131.15
Adriatic Sea,2017-08-13,45.02
Andaman Sea,2017-08-21,90.96
Arabian Sea,2017-08-21,11.24
Atlantic Ocean,2017-08-21,58.1
Baltic Sea,2017-08-21,157.41
Bay Bengal,2017-08-21,31.03
Bering Sea,2017-08-21,56.5
Caribbean Sea,2017-08-21,69.83
Gulf Mexico,2017-08-21,92.06
Indian Ocean,2017-08-21,58.35
Indonesian,2017-08-21,-15.17
Mediterranean,2017-08-21,65.14
Nino,2017-08-21,39.36
North Atlantic,2017-08-21,91.25
North Pacific,2017-08-21,82.03
North Sea,2017-08-21,83.79
Pacific Ocean,2017-08-21,53.99
Persian Gulf,2017-08-21,59.13
Sea Japan,2017-08-21,104.9
